0	0	?	?
1	0.10101	-9.9	0
2	0.20202	-4.95	0
3	0.30303	-3.3	0
4	0.40404	-2.475	0
5	0.505051	-1.98	0
6	0.606061	-1.65	0
7	0.707071	-1.41429	0
8	0.808081	-1.2375	0
9	0.909091	-1.1	0
10	1.0101	-0.99	0
11	1.11111	-0.9	0
12	1.21212	-0.825	0
13	1.31313	-0.761538	0
14	1.41414	-0.707143	0
15	1.51515	-0.66	0
16	1.61616	-0.61875	0
17	1.71717	-0.582353	0
18	1.81818	-0.55	0
19	1.91919	-0.521053	0
20	2.0202	-0.495	0
21	2.12121	-0.471429	0
22	2.22222	-0.45	0
23	2.32323	-0.430435	0
24	2.42424	-0.4125	0
25	2.52525	-0.396	0
26	2.62626	-0.380769	0
27	2.72727	-0.366667	0
28	2.82828	-0.353571	0
29	2.92929	-0.341379	0
30	3.0303	-0.33	0
31	3.13131	-0.319355	0
32	3.23232	-0.309375	0
33	3.33333	-0.3	0
34	3.43434	-0.291176	0
35	3.53535	-0.282857	0
36	3.63636	-0.275	0
37	3.73737	-0.267568	0
38	3.83838	-0.260526	0
39	3.93939	-0.253846	0
40	4.0404	-0.2475	0
41	4.14141	-0.241463	0
42	4.24242	-0.235714	0
43	4.34343	-0.230233	0
44	4.44444	-0.225	0
45	4.54545	-0.22	0
46	4.64646	-0.215217	0
47	4.74747	-0.210638	0
48	4.84848	-0.20625	0
49	4.94949	-0.202041	0
50	5.05051	-0.198	0
51	5.15152	-0.194118	0
52	5.25253	-0.190385	0
53	5.35354	-0.186792	0
54	5.45455	-0.183333	0
55	5.55556	-0.18	0
56	5.65657	-0.176786	0
57	5.75758	-0.173684	0
58	5.85859	-0.17069	0
59	5.9596	-0.167797	0
60	6.06061	-0.165	0
61	6.16162	-0.162295	0
62	6.26263	-0.159677	0
63	6.36364	-0.157143	0
64	6.46465	-0.154687	0
65	6.56566	-0.152308	0
66	6.66667	-0.15	0
67	6.76768	-0.147761	0
68	6.86869	-0.145588	0
69	6.9697	-0.143478	0
70	7.07071	-0.141429	0
71	7.17172	-0.139437	0
72	7.27273	-0.1375	0
73	7.37374	-0.135616	0
74	7.47475	-0.133784	0
75	7.57576	-0.132	0
76	7.67677	-0.130263	0
77	7.77778	-0.128571	0
78	7.87879	-0.126923	0
79	7.9798	-0.125316	0
80	8.08081	-0.12375	0
81	8.18182	-0.122222	0
82	8.28283	-0.120732	0
83	8.38384	-0.119277	0
84	8.48485	-0.117857	0
85	8.58586	-0.116471	0
86	8.68687	-0.115116	0
87	8.78788	-0.113793	0
88	8.88889	-0.1125	0
89	8.9899	-0.111236	0
90	9.09091	-0.11	0
91	9.19192	-0.108791	0
92	9.29293	-0.107609	0
93	9.39394	-0.106452	0
94	9.49495	-0.105319	0
95	9.59596	-0.104211	0
96	9.69697	-0.103125	0
97	9.79798	-0.102062	0
98	9.89899	-0.10102	0
100	10	?	?
